Category,ID,Latitude,Longitude,Date,MODIS_Tile,MCD15A2H_006_Line_Y_500m,MCD15A2H_006_Sample_X_500m,MCD15A2H_006_LaiStdDev_500m,MCD15A2H_006_Lai_500m,MCD15A2H_006_FparLai_QC,MCD15A2H_006_FparExtra_QC,MCD15A2H_006_FparLai_QC_bitmask,MCD15A2H_006_FparLai_QC_MODLAND,MCD15A2H_006_FparLai_QC_MODLAND_Description,MCD15A2H_006_FparLai_QC_Sensor,MCD15A2H_006_FparLai_QC_Sensor_Description,MCD15A2H_006_FparLai_QC_DeadDetector,MCD15A2H_006_FparLai_QC_DeadDetector_Description,MCD15A2H_006_FparLai_QC_CloudState,MCD15A2H_006_FparLai_QC_CloudState_Description,MCD15A2H_006_FparLai_QC_SCF_QC,MCD15A2H_006_FparLai_QC_SCF_QC_Description,MCD15A2H_006_FparExtra_QC_bitmask,MCD15A2H_006_FparExtra_QC_Cloud_Shadow,MCD15A2H_006_FparExtra_QC_Cloud_Shadow_Description,MCD15A2H_006_FparExtra_QC_SCF_Biome_Mask,MCD15A2H_006_FparExtra_QC_SCF_Biome_Mask_Description,MCD15A2H_006_FparExtra_QC_LandSea_Pass-Thru,MCD15A2H_006_FparExtra_QC_LandSea_Pass-Thru_Description,MCD15A2H_006_FparExtra_QC_Snow_Ice,MCD15A2H_006_FparExtra_QC_Snow_Ice_Description,MCD15A2H_006_FparExtra_QC_Aerosol,MCD15A2H_006_FparExtra_QC_Aerosol_Description,MCD15A2H_006_FparExtra_QC_Cirrus,MCD15A2H_006_FparExtra_QC_Cirrus_Description,MCD15A2H_006_FparExtra_QC_Internal_CloudMask,MCD15A2H_006_FparExtra_QC_Internal_CloudMask_Description
PUUM,D20,19.55309,-155.31731,2021-03-14,h03v07,107.0,873.0,0.1,0.2,8.0,160.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-03-22,h03v07,107.0,873.0,0.1,0.9,2.0,200.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b11001000,0b1,Cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-03-30,h03v07,107.0,873.0,0.2,1.1,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-04-07,h03v07,107.0,873.0,0.1,0.4,16.0,160.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-04-15,h03v07,107.0,873.0,0.1,0.8,0.0,160.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-04-23,h03v07,107.0,873.0,0.1,1.2,18.0,160.0,0b00010010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-05-01,h03v07,107.0,873.0,0.1,0.4,0.0,160.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-05-09,h03v07,107.0,873.0,0.1,0.2,16.0,160.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-05-17,h03v07,107.0,873.0,0.2,0.6,0.0,160.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-05-25,h03v07,107.0,873.0,0.2,1.4,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-06-02,h03v07,107.0,873.0,0.1,1.2,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-06-10,h03v07,107.0,873.0,0.2,1.0,2.0,160.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-06-18,h03v07,107.0,873.0,0.1,0.4,16.0,160.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-06-26,h03v07,107.0,873.0,0.2,1.4,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-07-04,h03v07,107.0,873.0,0.1,0.7,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-07-12,h03v07,107.0,873.0,0.0,0.9,0.0,128.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10000000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-07-20,h03v07,107.0,873.0,0.3,2.2,16.0,160.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-07-28,h03v07,107.0,873.0,0.2,1.4,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-08-05,h03v07,107.0,873.0,0.1,1.0,0.0,160.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-08-13,h03v07,107.0,873.0,0.2,1.6,2.0,136.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-08-21,h03v07,107.0,873.0,0.1,0.5,0.0,160.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-08-29,h03v07,107.0,873.0,0.2,1.4,8.0,136.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-09-06,h03v07,107.0,873.0,0.1,0.5,16.0,160.0,0b00010000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b10100000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
PUUM,D20,19.55309,-155.31731,2021-09-14,h03v07,107.0,873.0,0.3,1.5,8.0,200.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)",0b11001000,0b1,Cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-09-22,h03v07,107.0,873.0,0.1,0.8,0.0,136.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
PUUM,D20,19.55309,-155.31731,2021-09-30,h03v07,107.0,873.0,0.1,0.9,2.0,136.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b10001000,0b0,No cloud shadow detected,0b1,"Biome in interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2019-12-27,h09v04,2333.0,2273.0,0.0,0.6,18.0,8.0,0b00010010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b00001000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-01-01,h09v04,2333.0,2273.0,0.1,0.5,2.0,32.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b00100000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
RMNP,D10,40.275903,-105.54596,2020-01-09,h09v04,2333.0,2273.0,0.0,0.3,10.0,32.0,0b00001010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)",0b00100000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
RMNP,D10,40.275903,-105.54596,2020-01-17,h09v04,2333.0,2273.0,248.0,0.4,107.0,48.0,0b01101011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used",0b00110000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b1,Cirrus was detected,0b1,Clouds were detected
RMNP,D10,40.275903,-105.54596,2020-01-25,h09v04,2333.0,2273.0,0.2,0.6,0.0,8.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b00001000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-02-02,h09v04,2333.0,2273.0,0.2,0.6,0.0,8.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b00001000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-02-10,h09v04,2333.0,2273.0,248.0,0.4,107.0,64.0,0b01101011,0b1,Other Quality (back-up algorithm or fill values),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used",0b01000000,0b1,Cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-02-18,h09v04,2333.0,2273.0,248.0,0.3,97.0,36.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used",0b00100100,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b1,Snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
RMNP,D10,40.275903,-105.54596,2020-02-26,h09v04,2333.0,2273.0,248.0,0.5,105.0,32.0,0b01101001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used",0b00100000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
RMNP,D10,40.275903,-105.54596,2020-03-05,h09v04,2333.0,2273.0,0.0,0.3,0.0,76.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b01001100,0b1,Cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b1,Snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-03-13,h09v04,2333.0,2273.0,0.2,0.4,18.0,48.0,0b00010010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,"Main (RT) method used, best result possible (no saturation)",0b00110000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b1,Cirrus was detected,0b1,Clouds were detected
RMNP,D10,40.275903,-105.54596,2020-03-21,h09v04,2333.0,2273.0,248.0,0.3,97.0,52.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used",0b00110100,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b1,Snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b1,Cirrus was detected,0b1,Clouds were detected
RMNP,D10,40.275903,-105.54596,2020-03-29,h09v04,2333.0,2273.0,248.0,0.2,97.0,68.0,0b01100001,0b1,Other Quality (back-up algorithm or fill values),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,"Main (RT) method failed due to problems other than geometry, empirical algorithm used",0b01000100,0b1,Cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b1,Snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-04-06,h09v04,2333.0,2273.0,0.2,0.6,2.0,48.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b00110000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b1,Cirrus was detected,0b1,Clouds were detected
RMNP,D10,40.275903,-105.54596,2020-04-14,h09v04,2333.0,2273.0,0.2,0.3,8.0,32.0,0b00001000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,"Main (RT) method used, best result possible (no saturation)",0b00100000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b1,Clouds were detected
RMNP,D10,40.275903,-105.54596,2020-04-22,h09v04,2333.0,2273.0,0.3,0.7,2.0,0.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b00000000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-04-30,h09v04,2333.0,2273.0,0.4,1.1,2.0,64.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b01000000,0b1,Cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-05-08,h09v04,2333.0,2273.0,0.2,1.0,2.0,64.0,0b00000010,0b0,Good quality (main algorithm with or without saturation),0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b01000000,0b1,Cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b0,No or low atmospheric aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-05-16,h09v04,2333.0,2273.0,0.4,1.4,0.0,8.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b00001000,0b0,No cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
RMNP,D10,40.275903,-105.54596,2020-05-24,h09v04,2333.0,2273.0,0.3,1.4,0.0,72.0,0b00000000,0b0,Good quality (main algorithm with or without saturation),0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,"Main (RT) method used, best result possible (no saturation)",0b01001000,0b1,Cloud shadow detected,0b0,"Biome outside interval <1,4>",0b00,"0 LAND AggrQC (3,5) values {001}",0b0,No snow/ice detected,0b1,Average or high aerosol levels detected,0b0,No cirrus detected,0b0,No clouds
